Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,1,9130,1,1,1900-01-05 00:00:00,1,19,37,1,9,1900-01-04 20:01:00,1,0,0,1,1,0,22,0,0,5,9,2,10:05:00,0,0,5,5,0,00:00:00,0,12:07:00,03:07:00,-1.7,Dropout
1,43,1,9130,1,1,1900-01-05 00:00:00,1,2,3,3,2,1900-01-05 00:00:00,1,0,0,0,1,0,22,0,0,6,0,0,00:00:00,0,0,4,6,0,00:00:00,2,10:08:00,01:04:00,0.093055556,Dropout
1,1,3,9147,1,1,1900-01-05 13:00:00,1,37,37,9,5,1900-01-04 23:07:00,1,0,0,1,1,0,19,0,0,5,8,5,13:25:00,0,0,5,6,5,11833333333333300,0,13:09:00,-0.3,0.054861111,Graduate
1,17,6,9119,1,1,1900-01-05 09:00:00,1,37,13,4,90,1900-01-04 21:01:00,1,0,0,1,1,0,19,0,0,5,10,0,00:00:00,0,0,5,5,0,00:00:00,0,07:06:00,02:06:00,00:32:00,Dropout
1,1,2,9085,1,1,1900-01-04 22:00:00,1,1,19,3,3,1900-01-04 16:04:00,1,0,0,1,1,0,21,0,0,5,7,4,11:05:00,0,0,5,15,3,10:06:00,4,10:08:00,01:04:00,0.093055556,Enrolled
1,1,2,9500,1,1,1900-01-05 20:00:00,1,1,1,2,7,1900-01-05 11:00:00,1,0,0,1,0,1,18,0,0,8,8,8,1388125,0,0,8,8,8,1388125,0,09:04:00,-0.8,-3.12,Graduate
1,1,2,9254,1,1,1900-01-05 07:00:00,1,3,19,3,10,1900-01-05 10:09:00,1,0,0,1,0,0,18,0,0,6,8,6,11333333333333300,0,0,6,8,5,12:06:00,0,09:04:00,-0.8,-3.12,Graduate
1,1,1,171,1,1,1900-01-05 11:00:00,1,19,19,9,9,1900-01-05 14:09:00,1,0,1,1,0,0,20,0,0,0,0,0,00:00:00,0,0,0,0,0,00:00:00,0,16:02:00,00:03:00,-0.92,Dropout
1,17,1,9238,1,1,1900-01-05 12:00:00,1,1,19,4,9,1900-01-05 07:01:00,1,0,0,1,0,0,19,0,0,6,7,6,12857142857142800,0,0,6,7,6,13666666666666600,0,13:09:00,-0.3,0.054861111,Graduate
1,17,5,9773,1,1,1900-01-04 17:00:00,1,38,38,191,175,1900-01-04 14:02:00,1,0,1,1,0,0,19,0,0,6,6,5,11:06:00,0,0,6,6,6,12:05:00,0,08:09:00,01:04:00,03:51:00,Graduate
1,17,1,9254,1,1,1900-01-04 19:00:00,1,12,1,9,3,1900-01-04 12:07:00,1,0,0,1,0,1,18,0,0,6,9,5,11:04:00,0,0,6,6,6,11333333333333300,0,12:04:00,00:05:00,0.096527778,Graduate
1,1,1,9130,1,1,1900-01-05 13:01:00,1,1,1,3,9,1900-01-05 18:00:00,1,0,0,1,0,0,20,0,0,6,11,6,13333333333333300,0,0,6,10,6,13:00:00,0,16:02:00,00:03:00,-0.92,Enrolled
1,44,1,9070,1,39,1900-01-06 06:00:00,1,12,37,3,9,1900-01-06 03:07:00,0,0,1,1,0,1,22,0,2,7,7,7,13571428571428500,0,5,9,9,9,1377777777777770,0,12:04:00,00:05:00,0.096527778,Graduate
2,39,1,9556,1,19,1900-01-05 13:01:00,1,37,38,9,9,1900-01-05 03:00:00,0,0,0,1,0,0,31,0,0,7,13,6,11833333333333300,0,0,7,8,7,12228571428571400,0,12:04:00,00:05:00,0.096527778,Graduate
1,17,1,9853,1,1,1900-01-05 21:00:00,1,19,19,9,8,1900-01-05 22:08:00,0,0,0,1,0,1,19,0,0,7,7,7,14428571428571400,0,0,7,7,7,14142857142857100,0,16:02:00,00:03:00,-0.92,Graduate
1,1,2,171,1,1,1900-01-05 20:00:00,1,1,3,3,3,1900-01-05 18:03:00,1,0,0,1,0,0,18,0,0,0,0,0,00:00:00,0,0,0,0,0,00:00:00,0,12:04:00,00:05:00,0.096527778,Enrolled
1,1,2,9254,1,1,1900-01-05 16:00:00,1,38,38,9,7,1900-01-05 05:02:00,1,0,0,1,0,1,18,0,0,6,8,6,12285714285714200,0,0,6,9,5,12:04:00,0,08:09:00,01:04:00,03:51:00,Graduate
1,1,1,9085,1,1,1900-01-05 20:00:00,1,12,1,1,90,1900-01-05 21:08:00,0,0,0,1,0,0,21,0,0,5,7,5,14:04:00,0,0,5,5,5,13:08:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,17,5,9500,1,1,1900-01-05 23:00:00,1,38,1,9,7,1900-01-05 10:06:00,1,0,0,1,0,1,18,0,0,7,8,7,13:15:00,0,0,8,9,8,1506875,0,13:09:00,-0.3,0.054861111,Graduate
1,44,1,9147,1,39,1900-01-05 10:00:00,22,2,37,2,8,1900-01-05 10:00:00,0,0,1,0,1,0,25,1,0,5,6,0,00:00:00,0,0,5,5,0,00:00:00,0,15:05:00,02:08:00,-4.06,Dropout
1,15,1,9119,1,1,1900-01-05 13:01:00,41,1,3,5,8,1900-01-04 04:00:00,0,0,1,1,1,0,21,1,0,5,5,0,00:00:00,0,0,6,8,0,00:00:00,0,11:01:00,00:06:00,02:02:00,Dropout
1,18,2,9500,1,1,1900-01-05 09:00:00,1,38,37,5,5,1900-01-04 23:00:00,1,0,0,1,0,1,19,0,0,8,8,7,12342857142857100,0,0,8,8,7,12342857142857100,0,10:08:00,01:04:00,0.093055556,Graduate
1,1,2,9773,1,1,1900-01-05 12:00:00,1,38,1,9,9,1900-01-05 04:03:00,1,0,0,1,0,0,19,0,0,6,6,5,12:02:00,0,0,6,7,5,10:08:00,0,10:08:00,01:04:00,0.093055556,Enrolled
1,17,1,9254,1,1,1900-01-04 22:00:00,1,11,34,5,0,1900-01-05 02:02:00,1,0,0,1,0,0,22,0,0,6,10,4,10:05:00,0,0,6,14,1,11:00:00,0,07:06:00,02:06:00,00:32:00,Dropout
1,15,1,9147,1,1,1900-01-06 06:00:00,1,38,1,9,1,1900-01-06 06:00:00,0,0,0,1,1,0,19,0,0,5,5,5,10:06:00,0,0,5,8,5,11:06:00,0,12:04:00,00:05:00,0.096527778,Graduate
1,39,1,8014,0,19,1900-01-05 13:01:00,1,37,37,9,5,1900-01-05 15:05:00,0,0,0,1,0,0,58,0,0,6,6,0,00:00:00,0,0,6,6,0,00:00:00,0,11:01:00,00:06:00,02:02:00,Dropout
1,16,2,9238,1,1,1900-01-05 02:00:00,1,19,37,9,7,1900-01-05 07:03:00,1,0,0,1,0,1,19,0,0,6,8,4,11:25:00,0,0,6,6,6,12:00:00,0,10:08:00,01:04:00,0.093055556,Graduate
1,43,1,9670,1,1,1900-01-05 07:00:00,22,37,37,9,9,1900-01-05 07:00:00,1,0,0,1,1,0,23,1,3,9,11,6,10:05:00,0,4,10,10,10,11:07:00,0,09:04:00,-0.8,-3.12,Graduate
1,1,2,9773,1,1,1900-01-05 02:00:00,1,37,37,9,9,1900-01-05 06:09:00,1,0,0,1,0,1,19,0,0,6,11,4,11:00:00,0,0,6,11,3,11666666666666600,0,09:04:00,-0.8,-3.12,Enrolled
1,18,3,9500,1,1,1900-01-05 11:00:00,1,19,1,4,7,1900-01-05 07:05:00,1,0,0,1,0,0,18,0,0,7,7,7,13457142857142800,0,0,8,8,8,145125,0,13:09:00,-0.3,0.054861111,Graduate
1,1,2,9085,1,1,1900-01-05 10:00:00,1,19,19,90,90,1900-01-05 02:00:00,0,0,0,1,0,0,20,0,0,5,6,5,12:06:00,0,0,5,8,4,12333333333333300,0,07:06:00,02:06:00,00:32:00,Graduate
1,17,5,9085,1,1,1900-01-05 10:00:00,1,19,19,90,7,1900-01-04 19:08:00,0,0,0,0,0,0,18,0,0,6,0,0,00:00:00,0,0,6,0,0,00:00:00,0,12:07:00,03:07:00,-1.7,Dropout
1,17,1,9670,1,1,1900-01-05 10:00:00,1,3,19,5,5,1900-01-05 01:06:00,0,0,0,1,0,0,18,0,0,6,6,6,13666666666666600,0,0,6,8,5,13:06:00,0,08:09:00,01:04:00,03:51:00,Graduate
1,17,4,9147,1,1,1900-01-05 02:00:00,1,19,19,5,7,1900-01-04 20:04:00,1,0,1,1,0,1,18,0,0,5,5,5,11:06:00,0,0,5,5,5,11:08:00,0,11:01:00,00:06:00,02:02:00,Graduate
1,39,1,9130,1,1,1900-01-04 18:00:00,1,38,38,9,10,1900-01-05 00:00:00,0,0,0,1,0,0,24,0,0,6,9,6,12571428571428500,0,0,6,10,5,12833333333333300,0,11:01:00,00:06:00,02:02:00,Dropout
1,17,4,9853,1,1,1900-01-05 23:00:00,1,37,37,9,5,1900-01-05 07:03:00,1,0,0,1,0,0,18,0,0,6,7,5,11:08:00,0,0,6,7,5,11:04:00,0,10:08:00,01:04:00,0.093055556,Dropout
1,1,3,9147,1,1,1900-01-05 07:00:00,1,1,38,5,7,1900-01-05 03:05:00,1,0,0,1,0,1,19,0,0,5,5,5,11:06:00,0,0,5,11,3,12666666666666600,0,09:04:00,-0.8,-3.12,Enrolled
1,17,3,9238,1,1,1900-01-05 21:00:00,1,19,38,9,7,1900-01-05 05:06:00,1,0,0,1,0,1,19,0,0,6,8,6,11333333333333300,0,0,6,6,6,11833333333333300,0,08:09:00,01:04:00,03:51:00,Graduate
1,1,1,9254,1,1,1900-01-05 09:00:00,1,38,38,6,6,1900-01-04 22:05:00,1,0,0,1,0,0,18,0,0,6,6,6,10666666666666600,0,0,6,6,6,11:05:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,1,2,9130,1,1,1900-01-05 20:00:00,1,19,37,9,9,1900-01-05 09:05:00,1,0,0,1,0,0,18,0,0,5,10,4,13:05:00,1,0,5,5,5,13:04:00,0,12:07:00,03:07:00,-1.7,Enrolled
1,1,1,171,1,1,1900-01-05 17:00:00,1,19,19,5,5,1900-01-05 14:06:00,1,0,0,1,0,1,19,0,0,0,0,0,00:00:00,0,0,0,0,0,00:00:00,0,10:08:00,01:04:00,0.093055556,Graduate
1,44,1,9085,1,1,1900-01-05 20:00:00,1,4,4,2,6,1900-01-05 20:00:00,0,0,0,1,0,0,22,0,2,6,9,6,13333333333333300,0,1,6,9,4,11:05:00,0,13:09:00,-0.3,0.054861111,Graduate
1,1,1,9254,1,1,1900-01-05 23:00:00,1,2,37,1,1,1900-01-05 13:02:00,1,0,0,1,0,0,19,0,0,6,9,5,13:04:00,0,0,6,16,2,13:05:00,0,10:08:00,01:04:00,0.093055556,Enrolled
3,17,1,9238,1,1,1900-01-05 18:00:00,1,37,37,9,9,1900-01-05 13:05:00,1,0,0,1,0,1,21,0,0,6,8,3,10:02:00,0,0,6,13,4,12:25:00,0,12:07:00,03:07:00,-1.7,Enrolled
1,17,1,9773,1,1,1900-01-05 00:00:00,1,19,38,9,7,1900-01-04 21:09:00,1,0,0,1,0,1,21,0,0,6,6,5,13:00:00,0,0,6,7,6,12833333333333300,0,08:09:00,01:04:00,03:51:00,Graduate
1,1,3,9500,1,1,1900-01-06 00:00:00,1,38,38,5,7,1900-01-05 08:00:00,1,0,0,1,0,1,18,0,0,8,11,7,1290857142857140,0,0,8,11,7,1290857142857140,0,10:08:00,01:04:00,0.093055556,Graduate
1,1,5,9853,1,1,1900-01-05 03:00:00,1,1,12,4,9,1900-01-04 17:02:00,1,0,0,1,0,0,20,0,0,6,12,4,12:00:00,0,0,6,11,1,10:00:00,0,10:08:00,01:04:00,0.093055556,Dropout
1,1,3,9254,1,1,1900-01-05 09:00:00,1,37,38,7,7,1900-01-05 02:00:00,1,0,0,1,0,1,18,0,0,6,9,6,10833333333333300,0,0,6,8,5,11:00:00,0,07:06:00,02:06:00,00:32:00,Enrolled
1,16,3,9070,1,1,1900-01-06 08:00:00,1,1,38,4,8,1900-01-06 12:09:00,1,0,0,1,0,0,19,0,0,6,6,6,15333333333333300,0,0,6,9,6,15833333333333300,0,12:07:00,03:07:00,-1.7,Graduate
1,1,2,9500,1,1,1900-01-05 10:00:00,1,1,38,9,9,1900-01-05 05:01:00,1,0,0,1,0,1,18,0,0,7,9,6,12816666666666600,0,0,8,11,6,12875,0,11:01:00,00:06:00,02:02:00,Enrolled
1,15,1,9147,1,1,1900-01-05 13:01:00,41,41,1,3,4,1900-01-04 04:00:00,0,0,1,0,1,0,26,1,6,7,7,6,13:00:00,0,2,6,6,2,14:00:00,0,11:01:00,00:06:00,02:02:00,Dropout
1,15,1,9119,1,1,1900-01-06 16:00:00,32,1,3,143,152,1900-01-06 16:00:00,0,0,1,1,0,0,19,1,0,6,11,2,13:05:00,1,0,5,11,2,11:00:00,0,08:09:00,01:04:00,03:51:00,Enrolled
2,39,1,8014,0,1,1900-01-05 20:00:00,1,37,37,9,9,1900-01-04 05:00:00,0,0,0,1,0,0,35,0,0,6,7,6,12:05:00,0,0,6,6,6,12166666666666600,0,15:05:00,02:08:00,-4.06,Graduate
1,18,1,9670,1,1,1900-01-05 13:00:00,1,1,1,9,9,1900-01-05 01:05:00,1,0,0,1,0,1,19,0,0,6,7,6,13:00:00,0,0,6,6,6,14333333333333300,0,12:04:00,00:05:00,0.096527778,Graduate
1,1,1,9085,1,1,1900-01-05 18:00:00,1,38,37,9,6,1900-01-05 06:08:00,1,0,0,1,1,0,18,0,0,5,6,4,0.510416667,0,0,5,10,5,12571428571428500,1,10:08:00,01:04:00,0.093055556,Graduate
1,1,5,9670,1,1,1900-01-05 22:00:00,1,19,19,7,3,1900-01-05 12:09:00,0,0,0,1,1,0,19,0,0,5,5,4,12:05:00,0,0,5,5,4,14:25:00,0,07:06:00,02:06:00,00:32:00,Graduate
1,1,1,171,1,1,1900-01-04 19:00:00,1,1,1,9,9,1900-01-05 14:03:00,1,0,0,1,1,0,25,0,16,17,19,17,1161111111111110,0,14,17,22,17,12055555555555500,0,12:04:00,00:05:00,0.096527778,Graduate
1,17,6,9254,1,1,1900-01-05 05:00:00,1,1,1,4,3,1900-01-05 00:05:00,1,0,0,1,1,0,18,0,0,6,6,6,14:00:00,0,0,6,6,6,14666666666666600,0,11:01:00,00:06:00,02:02:00,Graduate
1,17,1,9003,1,1,1900-01-07 02:00:00,1,1,4,9,5,1900-01-06 00:01:00,1,0,1,0,1,0,26,0,0,6,8,0,00:00:00,0,0,6,10,0,00:00:00,0,16:02:00,00:03:00,-0.92,Dropout
1,43,1,9991,0,1,1900-01-05 20:00:00,1,1,1,6,6,1900-01-04 04:00:00,0,0,0,1,1,0,34,0,0,5,5,5,13:08:00,0,0,5,6,5,13833333333333300,0,09:04:00,-0.8,-3.12,Graduate
1,1,2,9254,1,1,1900-01-04 14:00:00,1,4,19,4,3,1900-01-04 18:08:00,1,0,0,0,1,0,18,0,0,5,6,0,00:00:00,0,0,5,5,0,00:00:00,0,12:07:00,03:07:00,-1.7,Dropout
1,1,1,171,1,1,1900-01-04 18:00:00,1,3,29,3,5,1900-01-04 15:09:00,0,0,0,0,1,0,18,0,0,0,0,0,00:00:00,0,0,0,0,0,00:00:00,0,09:04:00,-0.8,-3.12,Dropout
1,17,3,9119,1,1,1900-01-05 18:00:00,1,1,19,4,3,1900-01-05 05:04:00,1,0,0,1,1,1,18,0,0,5,9,4,12:25:00,0,0,5,9,3,12333333333333300,0,08:09:00,01:04:00,03:51:00,Dropout
1,44,1,9003,1,39,1900-01-05 20:00:00,1,37,37,9,4,1900-01-05 20:00:00,0,0,0,1,1,0,20,0,0,6,12,3,11:05:00,0,0,6,12,3,13666666666666600,0,12:04:00,00:05:00,0.096527778,Dropout
1,44,1,9070,1,39,1900-01-05 20:00:00,1,1,19,4,4,1900-01-05 20:00:00,0,0,0,1,1,0,25,0,2,7,9,6,12571428571428500,0,5,9,9,9,12555555555555500,0,16:02:00,00:03:00,-0.92,Graduate
1,17,1,9130,1,1,1900-01-05 12:00:00,1,2,1,4,1,1900-01-05 07:08:00,0,0,0,1,1,0,18,0,0,6,9,6,12:00:00,0,0,6,10,5,12166666666666600,0,11:01:00,00:06:00,02:02:00,Dropout
1,1,1,9003,1,1,1900-01-06 04:00:00,1,19,37,9,9,1900-01-05 11:06:00,1,0,0,1,1,0,19,0,8,12,17,11,12:00:00,2,4,12,21,12,12307692307692300,0,15:05:00,02:08:00,-4.06,Graduate
1,1,1,171,1,1,1900-01-05 12:00:00,1,1,1,4,1,1900-01-04 23:04:00,1,0,0,1,1,0,20,0,0,0,0,0,00:00:00,0,0,0,0,0,00:00:00,0,10:08:00,01:04:00,0.093055556,Dropout
1,18,2,9238,1,1,1900-01-05 06:00:00,1,19,37,5,7,1900-01-05 09:09:00,1,0,0,1,1,1,20,0,1,7,9,6,12:00:00,0,2,6,6,6,11166666666666600,0,10:08:00,01:04:00,0.093055556,Graduate
1,1,1,9119,1,1,1900-01-05 01:00:00,1,3,1,2,3,1900-01-04 18:00:00,0,0,0,1,1,0,20,0,0,5,9,4,11:06:00,0,0,5,7,4,12:25:00,2,07:06:00,02:06:00,00:32:00,Enrolled
1,1,2,9147,1,1,1900-01-05 00:00:00,1,1,37,4,9,1900-01-04 17:04:00,1,0,0,1,1,1,19,0,0,5,5,0,00:00:00,0,0,5,5,0,00:00:00,0,11:01:00,00:06:00,02:02:00,Dropout
1,1,1,9147,1,1,1900-01-05 03:00:00,1,1,19,4,5,1900-01-04 21:08:00,0,0,0,1,1,0,20,0,0,5,9,5,12:00:00,0,0,5,9,4,13:00:00,0,08:09:00,01:04:00,03:51:00,Enrolled
1,1,6,9500,1,1,1900-01-05 02:00:00,1,1,1,3,7,1900-01-04 18:03:00,1,0,0,1,1,0,18,0,0,7,8,6,13976666666666600,0,0,8,12,6,12041666666666600,1,11:01:00,00:06:00,02:02:00,Enrolled
1,1,1,9670,1,1,1900-01-05 16:00:00,1,2,38,143,163,1900-01-05 09:07:00,1,0,0,1,1,0,19,0,0,6,10,4,12:05:00,0,0,6,12,1,10:00:00,3,16:02:00,00:03:00,-0.92,Enrolled
1,18,1,9147,1,1,1900-01-04 23:00:00,1,37,37,7,7,1900-01-04 16:00:00,1,0,0,0,1,0,20,0,0,5,5,0,00:00:00,0,0,5,0,0,00:00:00,0,09:04:00,-0.8,-3.12,Dropout
1,39,1,9670,1,1,1900-01-05 00:00:00,1,38,37,7,7,1900-01-05 20:00:00,0,0,0,1,1,0,24,0,0,6,15,4,10:05:00,0,0,6,16,4,12:05:00,0,15:05:00,02:08:00,-4.06,Dropout
1,44,1,9003,1,39,1900-01-06 06:00:00,1,38,38,9,8,1900-01-06 06:00:00,1,0,0,1,1,0,20,0,0,6,8,5,12857142857142800,0,0,6,11,6,12:03:00,0,16:02:00,00:03:00,-0.92,Graduate
1,1,3,9670,1,1,1900-01-05 01:00:00,1,3,19,2,8,1900-01-05 02:04:00,1,0,0,1,1,0,19,0,0,5,7,3,11666666666666600,0,0,5,5,4,12:00:00,0,09:04:00,-0.8,-3.12,Enrolled
1,51,1,9119,1,1,1900-01-05 20:00:00,1,1,19,4,4,1900-01-06 06:00:00,0,0,0,1,1,0,23,0,0,5,7,2,13:00:00,0,0,5,11,1,10:00:00,0,08:09:00,01:04:00,03:51:00,Dropout
1,17,2,9254,1,1,1900-01-05 15:00:00,1,19,19,4,3,1900-01-05 15:00:00,1,0,0,1,1,0,20,0,0,6,8,6,11833333333333300,0,0,6,9,5,10:04:00,0,07:06:00,02:06:00,00:32:00,Enrolled
1,43,4,8014,0,1,1900-01-04 20:00:00,1,34,34,0,0,1900-01-04 20:02:00,0,0,0,1,1,0,21,0,9,11,11,11,12454545454545400,0,3,11,17,8,0.552083333,0,09:04:00,-0.8,-3.12,Graduate
1,17,2,9119,1,1,1900-01-05 00:00:00,1,10,12,9,9,1900-01-05 00:04:00,1,0,0,1,1,0,20,0,0,5,6,3,11:00:00,0,0,5,6,0,00:00:00,0,10:08:00,01:04:00,0.093055556,Dropout
2,17,5,9119,1,1,1900-01-05 06:00:00,1,37,38,4,4,1900-01-05 02:09:00,1,0,0,1,1,0,21,0,0,5,10,4,13:02:00,0,0,5,7,4,14:25:00,2,07:06:00,02:06:00,00:32:00,Enrolled
1,1,1,9773,1,1,1900-01-07 02:00:00,1,1,19,9,7,1900-01-06 11:00:00,0,0,0,1,1,1,18,0,0,6,6,6,15:05:00,0,0,6,6,6,14166666666666600,0,11:01:00,00:06:00,02:02:00,Graduate
1,1,3,9254,1,1,1900-01-05 03:00:00,1,1,1,4,3,1900-01-05 03:04:00,1,0,0,1,1,0,18,0,0,6,8,6,12333333333333300,0,0,6,6,6,13666666666666600,0,11:01:00,00:06:00,02:02:00,Graduate
1,17,1,9147,1,1,1900-01-05 00:00:00,1,3,38,3,7,1900-01-05 04:02:00,1,0,0,1,1,0,18,0,0,5,13,5,12:00:00,0,0,5,9,4,11:04:00,0,13:09:00,-0.3,0.054861111,Enrolled
1,44,1,9003,1,39,1900-01-05 10:00:00,1,3,3,7,1,1900-01-05 10:00:00,1,0,0,1,1,0,20,0,0,6,12,4,11:06:00,0,0,6,11,5,11:05:00,0,15:05:00,02:08:00,-4.06,Enrolled
1,17,1,9773,1,1,1900-01-05 10:00:00,1,19,38,4,9,1900-01-05 06:02:00,0,0,0,1,1,1,18,0,0,6,7,6,11333333333333300,0,0,6,8,6,12285714285714200,0,16:02:00,00:03:00,-0.92,Graduate
1,17,1,9773,1,1,1900-01-04 21:00:00,1,37,37,0,4,1900-01-05 00:05:00,1,0,0,1,1,0,19,0,0,6,12,0,00:00:00,1,0,6,0,0,00:00:00,0,09:04:00,-0.8,-3.12,Dropout
1,17,1,9119,1,1,1900-01-05 11:00:00,1,1,3,9,10,1900-01-05 03:07:00,1,0,0,1,1,0,20,0,0,5,7,4,12:00:00,0,0,5,8,2,12:05:00,0,10:08:00,01:04:00,0.093055556,Enrolled
1,17,1,9130,1,1,1900-01-05 10:00:00,1,19,38,4,7,1900-01-05 02:05:00,0,0,0,1,1,0,19,0,0,5,11,4,12:00:00,1,0,5,9,5,12:06:00,0,09:04:00,-0.8,-3.12,Graduate
1,39,1,9991,0,1,1900-01-05 13:00:00,1,37,37,9,5,1900-01-05 19:02:00,1,0,1,1,1,0,33,0,0,5,11,2,12:05:00,0,0,5,9,2,11:05:00,1,12:07:00,03:07:00,-1.7,Dropout
1,51,1,171,1,1,1900-01-05 08:00:00,1,2,1,3,3,1900-01-05 11:02:00,1,0,0,1,1,0,21,0,6,12,12,12,13666666666666600,0,4,11,16,11,13:00:00,0,08:09:00,01:04:00,03:51:00,Graduate
2,39,1,9003,1,1,1900-01-05 13:01:00,1,1,19,4,4,1900-01-05 00:00:00,0,0,1,0,1,0,25,0,0,6,17,2,14:05:00,2,0,6,13,0,00:00:00,1,15:05:00,02:08:00,-4.06,Dropout
1,1,1,9085,1,1,1900-01-05 03:00:00,1,1,1,4,9,1900-01-04 20:07:00,1,0,0,1,1,1,20,0,0,6,10,4,13:02:00,0,0,6,8,0,00:00:00,0,12:04:00,00:05:00,0.096527778,Dropout
1,53,1,9085,1,42,1900-01-06 06:00:00,1,1,1,9,4,1900-01-06 06:00:00,1,0,0,1,1,1,22,0,1,7,11,5,12166666666666600,0,4,8,14,5,14:08:00,0,08:09:00,01:04:00,03:51:00,Dropout
4,39,1,9773,1,19,1900-01-05 13:01:00,1,37,37,9,1,1900-01-04 21:05:00,0,0,0,1,0,0,39,0,0,6,10,4,11:25:00,0,0,6,6,6,11333333333333300,0,10:08:00,01:04:00,0.093055556,Graduate
1,1,2,9670,1,1,1900-01-05 20:00:00,1,3,1,2,6,1900-01-05 17:06:00,1,0,0,1,1,1,21,0,0,6,8,6,15166666666666600,0,0,6,7,6,14428571428571400,0,08:09:00,01:04:00,03:51:00,Graduate
1,17,1,9254,1,1,1900-01-05 06:00:00,1,1,1,9,9,1900-01-05 04:03:00,0,0,0,1,0,1,19,0,0,6,8,6,11166666666666600,0,0,6,7,4,13:04:00,0,16:02:00,00:03:00,-0.92,Graduate
1,39,1,9500,1,19,1900-01-05 13:01:00,1,37,37,9,7,1900-01-04 20:00:00,0,0,0,1,0,1,26,0,0,7,8,6,10983333333333300,0,0,7,8,6,10983333333333300,0,07:06:00,02:06:00,00:32:00,Graduate
1,18,2,9238,1,1,1900-01-05 01:00:00,1,19,1,4,3,1900-01-05 01:04:00,1,0,0,1,0,1,19,0,0,6,8,4,0.46875,0,0,6,11,5,11:05:00,0,15:05:00,02:08:00,-4.06,Graduate
1,53,1,9085,1,42,1900-01-05 20:00:00,1,1,3,4,2,1900-01-05 22:08:00,1,0,0,0,0,1,20,0,7,12,15,11,13384615384615300,0,4,9,13,7,14285714285714200,0,08:09:00,01:04:00,03:51:00,Graduate
1,17,1,9670,1,1,1900-01-05 13:01:00,1,1,37,4,9,1900-01-04 00:00:00,1,0,0,1,0,1,25,0,0,6,8,6,11285714285714200,0,0,6,10,5,12:02:00,0,15:05:00,02:08:00,-4.06,Enrolled
1,43,1,8014,0,1,1900-01-05 11:00:00,1,19,37,8,5,1900-01-05 05:00:00,0,0,0,1,1,0,24,0,0,6,13,0,00:00:00,3,0,6,6,0,00:00:00,0,16:02:00,00:03:00,-0.92,Dropout
1,17,6,9119,1,1,1900-01-05 04:00:00,1,19,19,4,0,1900-01-05 06:01:00,1,0,0,1,1,0,20,0,0,5,7,4,13:00:00,0,0,5,9,5,14833333333333300,3,07:06:00,02:06:00,00:32:00,Graduate
2,39,1,9003,1,1,1900-01-05 00:00:00,1,37,37,9,9,1900-01-06 11:08:00,0,0,0,1,1,0,29,0,0,6,9,6,1611111111111110,0,0,6,7,6,13:05:00,0,13:09:00,-0.3,0.054861111,Graduate
1,1,1,9773,1,1,1900-01-05 13:01:00,1,1,3,9,9,1900-01-04 20:00:00,0,0,0,1,1,0,20,0,0,6,8,6,11:05:00,0,0,6,8,6,11:00:00,0,16:02:00,00:03:00,-0.92,Graduate
1,44,1,9130,1,39,1900-01-04 14:00:00,1,3,4,2,2,1900-01-04 14:00:00,1,0,0,1,1,0,20,0,0,6,15,4,0.46875,0,0,6,12,2,10:05:00,0,13:09:00,-0.3,0.054861111,Dropout
1,39,1,9670,1,19,1900-01-05 13:01:00,1,19,1,5,8,1900-01-04 01:02:00,1,0,0,1,1,1,24,0,0,6,10,4,11:06:00,0,0,6,8,5,13:00:00,0,11:01:00,00:06:00,02:02:00,Graduate
1,39,1,9500,1,19,1900-01-05 13:01:00,1,1,3,2,2,1900-01-04 04:00:00,0,0,1,1,1,0,24,0,0,7,21,0,00:00:00,3,0,7,7,0,00:00:00,0,16:02:00,00:03:00,-0.92,Dropout
1,7,1,9119,1,40,1900-01-05 20:00:00,1,3,1,2,5,1900-01-05 20:00:00,0,0,0,1,1,0,23,0,0,5,5,5,13:08:00,0,0,5,7,5,14142857142857100,0,11:01:00,00:06:00,02:02:00,Graduate
1,43,1,9556,1,1,1900-01-05 10:00:00,1,1,37,5,5,1900-01-05 08:00:00,1,0,0,1,1,0,20,0,0,7,8,7,13585714285714200,0,0,8,8,8,146875,0,15:05:00,02:08:00,-4.06,Graduate
1,17,2,9670,1,1,1900-01-04 14:00:00,1,1,1,4,10,1900-01-04 19:03:00,1,0,0,1,1,0,19,0,0,6,8,6,13857142857142800,0,0,6,8,5,13:00:00,0,15:05:00,02:08:00,-4.06,Graduate
